[DEBUG] 2021-02-19 18:52:27.184 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-02-19 18:52:27.197 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-02-19 18:52:27.205 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-02-19 18:52:27.349 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-02-19 18:52:27.354 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-02-19 18:52:27.663 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-02-19 18:52:27.677 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-02-19 18:52:27.691 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-02-19 18:52:28.225 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-02-19 18:52:28.254 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-02-19 18:52:28.255 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Statistics: disabled
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Deleted entity synthetic identifier rollback: disabled
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Default entity-mode: pojo
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Allow initialization of lazy state outside session : disabled
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Using BatchFetchStyle : LEGACY
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Default batch fetch size: -1
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Maximum outer join fetch depth: 2
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Default null ordering: NONE
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Order SQL updates by primary key: disabled
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Order SQL inserts for batching: disabled
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - multi-tenancy strategy : NONE
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - JTA Track by Thread: enabled
[DEBUG] 2021-02-19 18:52:29.317 [main] Settings - Query language substitutions: {}
[DEBUG] 2021-02-19 18:52:29.318 [main] Settings - Named query checking : enabled
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - Second-level cache: disabled
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - Second-level query cache: disabled
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - Second-level query cache factory: null
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - Second-level cache region prefix: null
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - Optimize second-level cache for minimal puts: disabled
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - Structured second-level cache entries: disabled
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - Second-level cache direct-reference entries: disabled
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - Automatic eviction of collection cache: disabled
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - JDBC batch size: 15
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - JDBC batch updates for versioned data: enabled
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - Scrollable result sets: enabled
[DEBUG] 2021-02-19 18:52:29.319 [main] Settings - Wrap result sets: disabled
[DEBUG] 2021-02-19 18:52:29.323 [main] Settings - JDBC3 getGeneratedKeys(): enabled
[DEBUG] 2021-02-19 18:52:29.323 [main] Settings - JDBC result set fetch size: null
[DEBUG] 2021-02-19 18:52:29.323 [main] Settings - Connection release mode: AFTER_TRANSACTION
[DEBUG] 2021-02-19 18:52:29.323 [main] Settings - Generate SQL with comments: disabled
[DEBUG] 2021-02-19 18:52:29.323 [main] Settings - JPA compliance - query : 
[DEBUG] 2021-02-19 18:52:29.323 [main] Settings - JPA compliance - closed-handling : 
[DEBUG] 2021-02-19 18:52:29.323 [main] Settings - JPA compliance - lists : 
[DEBUG] 2021-02-19 18:52:29.323 [main] Settings - JPA compliance - transactions : 
[INFO ] 2021-02-19 18:52:29.365 [main] beans - HHH10005002: No explicit CDI BeanManager reference was passed to Hibernate, but CDI is available on the Hibernate ClassLoader.
[DEBUG] 2021-02-19 18:52:29.386 [main] SessionFactoryImpl - Session factory constructed with filter configurations : {}
[DEBUG] 2021-02-19 18:52:29.386 [main] SessionFactoryImpl - Instantiating session factory with properties: {sun.desktop=gnome, awt.toolkit=sun.awt.X11.XToolkit, java.specification.version=11, sun.cpu.isalist=, hibernate.c3p0.idle_test_period=3000, sun.jnu.encoding=UTF-8, hibernate.c3p0.min_size=5, java.class.path=/home/student/intellij/lib/idea_rt.jar:/home/student/intellij/plugins/junit/lib/junit5-rt.jar:/home/student/intellij/plugins/junit/lib/junit-rt.jar:/home/student/IdeaProjects/MinecraftJSONGenerator/target/test-classes:/home/student/IdeaProjects/MinecraftJSONGenerator/target/classes:/home/student/.m2/repository/org/junit/platform/junit-platform-runner/1.0.0/junit-platform-runner-1.0.0.jar:/home/student/.m2/repository/org/apiguardian/apiguardian-api/1.0.0/apiguardian-api-1.0.0.jar:/home/student/.m2/repository/org/junit/platform/junit-platform-launcher/1.0.0/junit-platform-launcher-1.0.0.jar:/home/student/.m2/repository/org/junit/platform/junit-platform-suite-api/1.0.0/junit-platform-suite-api-1.0.0.jar:/home/student/.m2/repository/org/junit/platform/junit-platform-commons/1.0.0/junit-platform-commons-1.0.0.jar:/home/student/.m2/repository/org/junit/vintage/junit-vintage-engine/4.12.0/junit-vintage-engine-4.12.0.jar:/home/student/.m2/repository/org/junit/platform/junit-platform-engine/1.0.0/junit-platform-engine-1.0.0.jar:/home/student/.m2/repository/org/opentest4j/opentest4j/1.0.0/opentest4j-1.0.0.jar:/home/student/.m2/repository/org/junit/jupiter/junit-jupiter-engine/5.0.0/junit-jupiter-engine-5.0.0.jar:/home/student/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.0.0/junit-jupiter-api-5.0.0.jar:/home/student/.m2/repository/junit/junit/4.12/junit-4.12.jar:/home/student/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/home/student/.m2/repository/javax/javaee-web-api/7.0/javaee-web-api-7.0.jar:/home/student/.m2/repository/mysql/mysql-connector-java/8.0.16/mysql-connector-java-8.0.16.jar:/home/student/.m2/repository/com/google/protobuf/protobuf-java/3.6.1/protobuf-java-3.6.1.jar:/home/student/.m2/repository/jstl/jstl/1.2/jstl-1.2.jar:/home/student/.m2/repository/org/apache/logging/log4j/log4j-api/2.10.0/log4j-api-2.10.0.jar:/home/student/.m2/repository/org/apache/logging/log4j/log4j-core/2.10.0/log4j-core-2.10.0.jar:/home/student/.m2/repository/org/hibernate/hibernate-core/5.4.4.Final/hibernate-core-5.4.4.Final.jar:/home/student/.m2/repository/org/jboss/logging/jboss-logging/3.3.2.Final/jboss-logging-3.3.2.Final.jar:/home/student/.m2/repository/javax/persistence/javax.persistence-api/2.2/javax.persistence-api-2.2.jar:/home/student/.m2/repository/org/javassist/javassist/3.24.0-GA/javassist-3.24.0-GA.jar:/home/student/.m2/repository/net/bytebuddy/byte-buddy/1.9.11/byte-buddy-1.9.11.jar:/home/student/.m2/repository/antlr/antlr/2.7.7/antlr-2.7.7.jar:/home/student/.m2/repository/org/jboss/spec/javax/transaction/jboss-transaction-api_1.2_spec/1.1.1.Final/jboss-transaction-api_1.2_spec-1.1.1.Final.jar:/home/student/.m2/repository/org/jboss/jandex/2.0.5.Final/jandex-2.0.5.Final.jar:/home/student/.m2/repository/com/fasterxml/classmate/1.3.4/classmate-1.3.4.jar:/home/student/.m2/repository/javax/activation/javax.activation-api/1.2.0/javax.activation-api-1.2.0.jar:/home/student/.m2/repository/org/dom4j/dom4j/2.1.1/dom4j-2.1.1.jar:/home/student/.m2/repository/org/hibernate/common/hibernate-commons-annotations/5.1.0.Final/hibernate-commons-annotations-5.1.0.Final.jar:/home/student/.m2/repository/javax/xml/bind/jaxb-api/2.3.1/jaxb-api-2.3.1.jar:/home/student/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.1/jaxb-runtime-2.3.1.jar:/home/student/.m2/repository/org/glassfish/jaxb/txw2/2.3.1/txw2-2.3.1.jar:/home/student/.m2/repository/com/sun/istack/istack-commons-runtime/3.0.7/istack-commons-runtime-3.0.7.jar:/home/student/.m2/repository/org/jvnet/staxex/stax-ex/1.8/stax-ex-1.8.jar:/home/student/.m2/repository/com/sun/xml/fastinfoset/FastInfoset/1.2.15/FastInfoset-1.2.15.jar:/home/student/.m2/repository/org/hibernate/hibernate-c3p0/5.4.4.Final/hibernate-c3p0-5.4.4.Final.jar:/home/student/.m2/repository/com/mchange/c3p0/0.9.5.3/c3p0-0.9.5.3.jar:/home/student/.m2/repository/com/mchange/mchange-commons-java/0.2.15/mchange-commons-java-0.2.15.jar, java.vm.vendor=Ubuntu, sun.arch.data.model=64, idea.test.cyclic.buffer.size=1048576, java.vendor.url=https://ubuntu.com/, user.timezone=America/Chicago, os.name=Linux, java.vm.specification.version=11, sun.java.launcher=SUN_STANDARD, user.country=US, sun.boot.library.path=/usr/lib/jvm/java-11-openjdk-amd64/lib, sun.java.command=com.intellij.rt.junit.JUnitStarter -ideVersion5 -junit5 com.pjcraig.persistence.UserDaoTest, jdk.debug=release, sun.cpu.endian=little, user.home=/home/student, hibernate.c3p0.max_statements=50, user.language=en, java.specification.vendor=Oracle Corporation, java.version.date=2021-01-19, java.home=/usr/lib/jvm/java-11-openjdk-amd64, file.separator=/, java.vm.compressedOopsMode=32-bit, line.separator=
, hibernate.c3p0.timeout=300, java.specification.name=Java Platform API Specification, java.vm.specification.vendor=Oracle Corporation, java.awt.graphicsenv=sun.awt.X11GraphicsEnvironment, connection.password=student, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, hibernate.c3p0.max_size=20, java.runtime.version=11.0.10+9-Ubuntu-0ubuntu1.20.04, user.name=student, path.separator=:, hibernate.connection.username=****, os.version=5.4.0-65-generic, java.runtime.name=OpenJDK Runtime Environment, hibernate.connection.url=jdbc:mysql://localhost:3306/TestJSONGenerator, file.encoding=UTF-8, java.vm.name=OpenJDK 64-Bit Server VM, hibernate.connection.driver_class=com.mysql.cj.jdbc.Driver, java.vendor.url.bug=https://bugs.launchpad.net/ubuntu/+source/openjdk-lts, java.io.tmpdir=/tmp, java.version=11.0.10, user.dir=/home/student/IdeaProjects/MinecraftJSONGenerator, os.arch=amd64, connection.username=root, java.vm.specification.name=Java Virtual Machine Specification, java.awt.printerjob=sun.print.PSPrinterJob, hibernate.connection.password=****, sun.os.patch.level=unknown, connection.driver_class=com.mysql.cj.jdbc.Driver, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@187e5235, java.library.path=/usr/java/packages/lib:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib, java.vendor=Ubuntu, java.vm.info=mixed mode, sharing, java.vm.version=11.0.10+9-Ubuntu-0ubuntu1.20.04, hibernate.bytecode.use_reflection_optimizer=false, sun.io.unicode.encoding=UnicodeLittle, connection.url=jdbc:mysql://localhost:3306/TestJSONGenerator, java.class.version=55.0}
[DEBUG] 2021-02-19 18:52:29.405 [main] TypeSafeActivator - Unable to acquire Bean Validation ValidatorFactory, skipping activation
[DEBUG] 2021-02-19 18:52:29.405 [main] JaccIntegrator - Skipping JACC integration as it was not enabled
[DEBUG] 2021-02-19 18:52:29.405 [main] SessionFactoryImpl - Instantiated session factory
[DEBUG] 2021-02-19 18:52:29.405 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@6014a9ba] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@6296474f]
[DEBUG] 2021-02-19 18:52:29.473 [main] ClassLoaderAccessImpl - Not known whether passed class name [com.pjcraig.entity.User] is safe
[DEBUG] 2021-02-19 18:52:29.474 [main] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.pjcraig.entity.User
[DEBUG] 2021-02-19 18:52:29.487 [main] ClassLoaderAccessImpl - Not known whether passed class name [com.pjcraig.entity.User] is safe
[DEBUG] 2021-02-19 18:52:29.487 [main] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.pjcraig.entity.User
[DEBUG] 2021-02-19 18:52:29.732 [main] AbstractEntityPersister - Static SQL for entity: com.pjcraig.entity.User
[DEBUG] 2021-02-19 18:52:29.732 [main] AbstractEntityPersister -  Version select: select id from user where id =?
[DEBUG] 2021-02-19 18:52:29.732 [main] AbstractEntityPersister -  Snapshot select: select user_.id, user_.email as email2_0_, user_.nickname as nickname3_0_, user_.password as password4_0_ from user user_ where user_.id=?
[DEBUG] 2021-02-19 18:52:29.732 [main] AbstractEntityPersister -  Insert 0: insert into user (email, nickname, password, id) values (?, ?, ?, ?)
[DEBUG] 2021-02-19 18:52:29.732 [main] AbstractEntityPersister -  Update 0: update user set email=?, nickname=?, password=? where id=?
[DEBUG] 2021-02-19 18:52:29.732 [main] AbstractEntityPersister -  Delete 0: delete from user where id=?
[DEBUG] 2021-02-19 18:52:29.732 [main] AbstractEntityPersister -  Identity insert: insert into user (email, nickname, password) values (?, ?, ?)
[DEBUG] 2021-02-19 18:52:29.755 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@77429040]
[DEBUG] 2021-02-19 18:52:29.760 [main] MetamodelGraphWalker - Visiting attribute path : email
[DEBUG] 2021-02-19 18:52:29.760 [main] MetamodelGraphWalker - Visiting attribute path : nickname
[DEBUG] 2021-02-19 18:52:29.760 [main] MetamodelGraphWalker - Visiting attribute path : password
[DEBUG] 2021-02-19 18:52:29.761 [main] FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
[DEBUG] 2021-02-19 18:52:29.771 [main] LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
[DEBUG] 2021-02-19 18:52:29.777 [main] LoadPlanTreePrinter - LoadPlan(entity=com.pjcraig.entity.User)
    - Returns
       - EntityReturnImpl(entity=com.pjcraig.entity.User, querySpaceUid=<gen:0>, path=com.pjcraig.entity.User)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.pjcraig.entity.User)
          - SQL table alias mapping - user0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

[DEBUG] 2021-02-19 18:52:29.778 [main] EntityLoader - Static select for entity com.pjcraig.entity.User [NONE]: select user0_.id as id1_0_0_, user0_.email as email2_0_0_, user0_.nickname as nickname3_0_0_, user0_.password as password4_0_0_ from user user0_ where user0_.id=?
[DEBUG] 2021-02-19 18:52:29.778 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7945b206]
[DEBUG] 2021-02-19 18:52:29.778 [main] MetamodelGraphWalker - Visiting attribute path : email
[DEBUG] 2021-02-19 18:52:29.782 [main] MetamodelGraphWalker - Visiting attribute path : nickname
[DEBUG] 2021-02-19 18:52:29.782 [main] MetamodelGraphWalker - Visiting attribute path : password
[DEBUG] 2021-02-19 18:52:29.782 [main] FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
[DEBUG] 2021-02-19 18:52:29.782 [main] LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
[DEBUG] 2021-02-19 18:52:29.782 [main] LoadPlanTreePrinter - LoadPlan(entity=com.pjcraig.entity.User)
    - Returns
       - EntityReturnImpl(entity=com.pjcraig.entity.User, querySpaceUid=<gen:0>, path=com.pjcraig.entity.User)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.pjcraig.entity.User)
          - SQL table alias mapping - user0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

[DEBUG] 2021-02-19 18:52:29.783 [main] EntityLoader - Static select for entity com.pjcraig.entity.User [READ]: select user0_.id as id1_0_0_, user0_.email as email2_0_0_, user0_.nickname as nickname3_0_0_, user0_.password as password4_0_0_ from user user0_ where user0_.id=?
[DEBUG] 2021-02-19 18:52:29.801 [main] Loader - Static select for action ACTION_MERGE on entity com.pjcraig.entity.User: select user0_.id as id1_0_0_, user0_.email as email2_0_0_, user0_.nickname as nickname3_0_0_, user0_.password as password4_0_0_ from user user0_ where user0_.id=?
[DEBUG] 2021-02-19 18:52:29.802 [main] Loader - Static select for action ACTION_REFRESH on entity com.pjcraig.entity.User: select user0_.id as id1_0_0_, user0_.email as email2_0_0_, user0_.nickname as nickname3_0_0_, user0_.password as password4_0_0_ from user user0_ where user0_.id=?
[DEBUG] 2021-02-19 18:52:29.823 [main] SchemaManagementToolCoordinator - No actions specified; doing nothing
[DEBUG] 2021-02-19 18:52:29.824 [main] JtaPlatformInitiator - No JtaPlatform was specified, checking resolver
[DEBUG] 2021-02-19 18:52:29.825 [main] JtaPlatformResolverInitiator - No JtaPlatformResolver was specified, using default [org.hibernate.engine.transaction.jta.platform.internal.StandardJtaPlatformResolver]
[DEBUG] 2021-02-19 18:52:29.830 [main] StandardJtaPlatformResolver - Could not resolve JtaPlatform, using default [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
[INFO ] 2021-02-19 18:52:29.830 [main] JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
[DEBUG] 2021-02-19 18:52:29.831 [main] NamedQueryRepository - Checking 0 named HQL queries
[DEBUG] 2021-02-19 18:52:29.831 [main] NamedQueryRepository - Checking 0 named SQL queries
[DEBUG] 2021-02-19 18:52:29.831 [main] SessionFactoryRegistry - Initializing SessionFactoryRegistry : org.hibernate.internal.SessionFactoryRegistry@7d4d8579
[DEBUG] 2021-02-19 18:52:29.834 [main] SessionFactoryRegistry - Registering SessionFactory: 9a25970e-e86f-4f9c-9a93-136755c0db51 (<unnamed>)
[DEBUG] 2021-02-19 18:52:29.834 [main] SessionFactoryRegistry - Not binding SessionFactory to JNDI, no JNDI name configured
[DEBUG] 2021-02-19 18:52:29.967 [main] StatisticsInitiator - Statistics initialized [enabled=false]
[DEBUG] 2021-02-19 18:52:29.982 [main] SQL - select user0_.id as id1_0_0_, user0_.email as email2_0_0_, user0_.nickname as nickname3_0_0_, user0_.password as password4_0_0_ from user user0_ where user0_.id=?
[DEBUG] 2021-02-19 18:52:29.996 [main] ResultSetProcessorImpl - Starting ResultSet row #0
[DEBUG] 2021-02-19 18:52:29.997 [main] EntityReferenceInitializerImpl - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
[DEBUG] 2021-02-19 18:52:30.006 [main] TwoPhaseLoad - Resolving attributes for [com.pjcraig.entity.User#2]
[DEBUG] 2021-02-19 18:52:30.006 [main] TwoPhaseLoad - Processing attribute `email` : value = jdoe@example.com
[DEBUG] 2021-02-19 18:52:30.006 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.006 [main] TwoPhaseLoad - Processing attribute `nickname` : value = Kat
[DEBUG] 2021-02-19 18:52:30.006 [main] TwoPhaseLoad - Attribute (`nickname`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.006 [main] TwoPhaseLoad - Processing attribute `password` : value = password1234
[DEBUG] 2021-02-19 18:52:30.006 [main] TwoPhaseLoad - Attribute (`password`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.006 [main] TwoPhaseLoad - Done materializing entity [com.pjcraig.entity.User#2]
[DEBUG] 2021-02-19 18:52:30.010 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-19 18:52:30.011 [main] AbstractLoadPlanBasedEntityLoader - Done entity load : com.pjcraig.entity.User#2
[DEBUG] 2021-02-19 18:52:30.011 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-19 18:52:30.015 [main] TransactionImpl - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
[DEBUG] 2021-02-19 18:52:30.015 [main] TransactionImpl - begin
[DEBUG] 2021-02-19 18:52:30.027 [main] TransactionImpl - committing
[DEBUG] 2021-02-19 18:52:30.027 [main] AbstractFlushingEventListener - Processing flush-time cascades
[DEBUG] 2021-02-19 18:52:30.027 [main] AbstractFlushingEventListener - Dirty checking collections
[DEBUG] 2021-02-19 18:52:30.027 [main] AbstractFlushingEventListener - Flushed: 0 insertions, 0 updates, 1 deletions to 1 objects
[DEBUG] 2021-02-19 18:52:30.027 [main] AbstractFlushingEventListener - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[DEBUG] 2021-02-19 18:52:30.030 [main] EntityPrinter - Listing entities:
[DEBUG] 2021-02-19 18:52:30.030 [main] EntityPrinter - com.pjcraig.entity.User{password=password1234, nickname=Kat, id=2, email=jdoe@example.com}
[DEBUG] 2021-02-19 18:52:30.032 [main] SQL - delete from user where id=?
[DEBUG] 2021-02-19 18:52:30.039 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-19 18:52:30.040 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-19 18:52:30.040 [main] JdbcCoordinatorImpl - HHH000420: Closing un-released batch
[DEBUG] 2021-02-19 18:52:30.040 [main] SQL - select user0_.id as id1_0_0_, user0_.email as email2_0_0_, user0_.nickname as nickname3_0_0_, user0_.password as password4_0_0_ from user user0_ where user0_.id=?
[DEBUG] 2021-02-19 18:52:30.044 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-19 18:52:30.044 [main] AbstractLoadPlanBasedEntityLoader - Done entity load : com.pjcraig.entity.User#2
[DEBUG] 2021-02-19 18:52:30.044 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-19 18:52:30.075 [main] SQL - select user0_.id as id1_0_0_, user0_.email as email2_0_0_, user0_.nickname as nickname3_0_0_, user0_.password as password4_0_0_ from user user0_ where user0_.id=?
[DEBUG] 2021-02-19 18:52:30.079 [main] ResultSetProcessorImpl - Starting ResultSet row #0
[DEBUG] 2021-02-19 18:52:30.079 [main] EntityReferenceInitializerImpl - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
[DEBUG] 2021-02-19 18:52:30.079 [main] TwoPhaseLoad - Resolving attributes for [com.pjcraig.entity.User#3]
[DEBUG] 2021-02-19 18:52:30.079 [main] TwoPhaseLoad - Processing attribute `email` : value = almarks@example.com
[DEBUG] 2021-02-19 18:52:30.079 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.079 [main] TwoPhaseLoad - Processing attribute `nickname` : value = Marketh
[DEBUG] 2021-02-19 18:52:30.079 [main] TwoPhaseLoad - Attribute (`nickname`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.079 [main] TwoPhaseLoad - Processing attribute `password` : value = password4321
[DEBUG] 2021-02-19 18:52:30.079 [main] TwoPhaseLoad - Attribute (`password`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.079 [main] TwoPhaseLoad - Done materializing entity [com.pjcraig.entity.User#3]
[DEBUG] 2021-02-19 18:52:30.079 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-19 18:52:30.079 [main] AbstractLoadPlanBasedEntityLoader - Done entity load : com.pjcraig.entity.User#3
[DEBUG] 2021-02-19 18:52:30.079 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-19 18:52:30.081 [main] TransactionImpl - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
[DEBUG] 2021-02-19 18:52:30.081 [main] TransactionImpl - begin
[DEBUG] 2021-02-19 18:52:30.083 [main] TransactionImpl - committing
[DEBUG] 2021-02-19 18:52:30.083 [main] AbstractFlushingEventListener - Processing flush-time cascades
[DEBUG] 2021-02-19 18:52:30.083 [main] AbstractFlushingEventListener - Dirty checking collections
[DEBUG] 2021-02-19 18:52:30.084 [main] AbstractFlushingEventListener - Flushed: 0 insertions, 1 updates, 0 deletions to 1 objects
[DEBUG] 2021-02-19 18:52:30.084 [main] AbstractFlushingEventListener - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[DEBUG] 2021-02-19 18:52:30.084 [main] EntityPrinter - Listing entities:
[DEBUG] 2021-02-19 18:52:30.084 [main] EntityPrinter - com.pjcraig.entity.User{password=password4321, nickname=supersecretstuff123, id=3, email=almarks@example.com}
[DEBUG] 2021-02-19 18:52:30.084 [main] SQL - update user set email=?, nickname=?, password=? where id=?
[DEBUG] 2021-02-19 18:52:30.087 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-19 18:52:30.088 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-19 18:52:30.088 [main] SQL - select user0_.id as id1_0_0_, user0_.email as email2_0_0_, user0_.nickname as nickname3_0_0_, user0_.password as password4_0_0_ from user user0_ where user0_.id=?
[DEBUG] 2021-02-19 18:52:30.090 [main] ResultSetProcessorImpl - Starting ResultSet row #0
[DEBUG] 2021-02-19 18:52:30.090 [main] EntityReferenceInitializerImpl - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
[DEBUG] 2021-02-19 18:52:30.090 [main] TwoPhaseLoad - Resolving attributes for [com.pjcraig.entity.User#3]
[DEBUG] 2021-02-19 18:52:30.090 [main] TwoPhaseLoad - Processing attribute `email` : value = almarks@example.com
[DEBUG] 2021-02-19 18:52:30.090 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.090 [main] TwoPhaseLoad - Processing attribute `nickname` : value = supersecretstuff123
[DEBUG] 2021-02-19 18:52:30.090 [main] TwoPhaseLoad - Attribute (`nickname`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.090 [main] TwoPhaseLoad - Processing attribute `password` : value = password4321
[DEBUG] 2021-02-19 18:52:30.092 [main] TwoPhaseLoad - Attribute (`password`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.092 [main] TwoPhaseLoad - Done materializing entity [com.pjcraig.entity.User#3]
[DEBUG] 2021-02-19 18:52:30.092 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-19 18:52:30.092 [main] AbstractLoadPlanBasedEntityLoader - Done entity load : com.pjcraig.entity.User#3
[DEBUG] 2021-02-19 18:52:30.092 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
